,text,length,pred,target,correct
1680,there's apparently a wee cunt who's a year younger than me called sean brown being cheeky about me lol,19,0,0,1
1681,the only thing about niccas is they be followers smh . . be ya self everyone else is taken,19,2,0,0
1682,the only reason i cheat is to show these bitches what kind of dick my girl be getting .,19,0,0,1
1683,the moment when you truly believe ur a fucking <unk> of trash it's a lovely felling . . .,19,0,0,1
1684,"the @yankees are playing the <unk> tonight . in other words , i am not friends with @mtaraban .",19,2,2,1
1685,that nigga john ain't ah real older nigga forreal . . he let vick brotha bitch out on <unk>,19,0,0,1
1686,<unk> playing with my life i might be i working bitch this semester cuz i'm not paying outta pocket,19,0,0,1
1687,supporters of officer <unk> wilson rally in st louis http t .co <unk> #ferguson #kkk #tcot #tpot #teabaggers #teaparty,19,2,2,1
1688,stop giving these hoes half azz dick <unk> it deep make her scream nd cream http t .co <unk>,19,0,0,1
1689,"stop actin like yu just started wearin ya uggs , bitch i seen you break em out in august",19,0,0,1
1690,<unk> fixed the image of the league . . nba players not knocking they bitch out in <unk> .,19,0,0,1
1691,sources say that charlie crist is on the phone with rick scott as i type this to concede .,19,2,2,1
1692,sorry about the spam but i dare you to search nigger on twitter and not laugh . impossible .,19,1,0,0
1693,"sore loser charlie crist won&#8217 t give <unk> speech , calls for recount http t .co <unk> #tcot #pjnet",19,2,2,1
1694,soon as da money gon dem bitches leavin . .you get locked up she ain't gon visit ya neither,19,0,0,1
1695,sometimes i feel like being really nice to everyone then i'm just like wait you're all bitches anyway soooo,19,0,0,1
1696,some of you girls should be wifey for halloween . since some of y&#8217 all been hoes all year .,20,0,0,1
1697,some girls think being a bitch and having an attitude is attractive . who tf made you think that ?,20,0,0,1
1698,sold weed to a bitch who's gonna be a lawyer . . bet she'll have a niggas back . .,20,0,0,1
1699,so yall give <unk> to <unk> yet did all but shit on kris ? ok bitches . . . ok,20,0,0,1
1700,"so bitch shoot me a look , it better be a blank stare , or get <unk> in the <unk>",20,0,0,1
1701,"so basically i <unk> a lot on how for now , i make fire my bitch day to day .",20,0,0,1
1702,so i guess i'm on snapchat now ? so snapchat me bitches . <unk> . no idea . . .,20,0,0,1
1703,so i decided to drive to the good walmart where the colored folks don't go bc it's food here .,20,2,1,0
1704,smfh boy you sound just like them hoes rt @k_forkicks idk why everybody be hating on the puerto rican princess,20,0,0,1
1705,side bitches are basically new relationships started .an <unk> to the problems you already have with your primary woman .,20,0,0,1
1706,she sharing her hoe . . . she know though . . at least i hope she do . lmao,20,0,0,1
1707,she dont wanna fuck me she wanna fuck my wrist . . tell her like young dro fuck dat bitch,20,0,0,1
1708,she be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off,20,0,0,1
1709,sexy japanese slut fingers and toys her pussy on the steps squirting her juice <unk> over http t .co <unk>,20,0,0,1
1710,"run that nigga , you don't want that nigga , but i need a bad bitch that's hotter than me",20,0,0,1
1711,rt if one of your followers sell pussy but hop on twitter like they got all the morals and class,20,0,0,1
1712,rt @xnikiaaa_ @1stblocjeremiah damn where you on house arrest at ? &amp yup in tht bitch like &#128080 &#128131 &#128527,20,0,0,1
1713,rt @willyroast2 ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them,20,0,0,1
1714,rt <unk> when u with yo main bitch and you see yo side bitch in public http t .co <unk>,20,0,0,1
1715,rt <unk> some girls be using halloween as an excuse to act like hoes and get away with it smh,20,0,0,1
1716,rt <unk> happy teen wolf here's me with <unk> getting ready to bitch slap a <unk> http t .co <unk>,20,0,0,1
1717,rt <unk> some these bitches got <unk> and don't even have cars on the island . . let alone <unk>,20,0,0,1
1718,"rt <unk> i'm really chill . i talk to everyone , i'm far from being a stuck up bitch .",20,0,0,1
1719,"rt <unk> <unk> , <unk> en de <unk> <unk> hoe twitter een <unk> werd https t .co <unk> via <unk>",20,0,2,0
1720,rt <unk> <unk> davis <unk> wig is still stuntin on you hoes in the most <unk> beautiful way . #htgawm,20,0,0,1
1721,rt @thecoreyholcomb long finger dike hoes be pulling off their gloves instead of <unk> at bitches they trying to suck,20,0,0,1
1722,rt <unk> &#8220 <unk> you are the biggest two faced bitch i have ever met .&#8221 you won't @ her,20,0,0,1
1723,rt <unk> momma dee ain't loyal . you ain't pose to tell his main bitch bout his side bitches &#128514,20,0,0,1
1724,"rt <unk> i'm gonna rock out with my cock out , and you're gonna jam out with your clam out",20,0,0,1
1725,rt @skyereyes_ &#8220 @feebito_23 lol this is why i don't fuck with so many bitches&#8221 don't call her a bitch,20,0,0,1
1726,"rt @seansteiger31 melo will be a bitch if he leaves , and well lebron is jus a bitch regardless lol",20,0,0,1
1727,rt <unk> fox news <unk> mock female pilot who took part in campaign against isis #wtf http t .co <unk>,20,2,2,1
1728,"tilt my chin back , slit my throat , take a bath in my blood , get to know me",20,2,2,1
1729,this shit is fixing to blow my mind . . tony <unk> back in this bitch http t .co <unk>,20,0,0,1
1730,this nigga showed me that sad ass dog my girl pit would look at that hoe and say nigga gone,20,0,0,1
1731,this my dog telling me he is done playing frisbee for now . . lazy mutt http t .co <unk>,20,2,2,1
1732,this bitch literally just said normal people shouldn't work out in this gym because so many body builders workout here,20,0,0,1
1733,this bitch is tryna start shit at <unk> asking us if we took a picture of them lmfao bitch whut,20,0,0,1
1734,this van <unk> and <unk> bitch at starbucks needs to back the fuck up out of my space in line,20,0,0,1
1735,"they were taking a picture and i saw a bird fly past and i was like , oh bird <unk>",20,2,2,1
1736,these hoes they be homie hopping but <unk> ain't no fun if tha homies can't have nun go up then,20,0,0,1
1737,these chicks use what they got to get what they want . bunch of ronnie &amp <unk> ass hoes .,20,0,0,1
1738,these bitches gotta realize that their nigga wants me &#128514 if he doesn't now he did several occasions before &#128564,20,0,0,1
1739,then the mexican bitch wanna speak some other fuckin language &amp then give attitude . can't speak right ass tf,20,0,0,1
1740,"the nerve of people though . . . cant take nobody serious , i <unk> laugh at you hoes .",20,0,0,1
1741,the lit bitch that's was talkin shit ain't in math class today &#128529 i really wanted to press my issue,20,0,0,1
1742,the <unk> of my <unk> bounce as i said we know these bitches cuz we be traveling . . .,20,0,0,1
1743,the fuck mickey d's gave me . . . some cookies in a big mac box http t .co <unk>,20,0,0,1
1744,the family of ron <unk> needs to sue wu tang for that trash song they released in his name .,20,2,2,1
1745,the birds and the bugs <unk> by <unk> r http t .co <unk> via <unk> <unk> <unk> <unk> <unk> #birds,20,2,2,1
1746,that's why i could always call smurf for anything my niggah always there even when im beefing w my baby,20,2,0,0
1747,that's what i tell my hoes when they ain't throwing the neck rt <unk> aint nobody got time for that,20,0,0,1
1748,thanks <unk> for coming with me last night because it's ghetto and no one else could of <unk> it <unk>,20,0,2,0
1749,tf i'm acting like a sad ass bitch for ? old anthony coming back fashoo &#128076 &#128076 &#128076 &#128588 .,20,0,0,1
1750,texting this bitch like she main material fuck that shit . . . she finna get these youza hoe text,20,0,0,1
1751,"talk alot of shit , but if i want ill put u on the spot so don't test me bitch",20,0,0,1
1752,"sumn wrong wit da pussy , een tho i ain't gonn hit it ima still make sure dat she <unk>",20,0,0,1
1753,"summer is over , so all you half naked hoes are gonna have to find a personality now . &#128129",20,0,0,1
1754,stolen from <unk> lol but really guys i'm giving classes on keeping that bitch who's <unk> http t .co <unk>,20,0,0,1
1755,"<unk> money that we saved , stackin ones like bricks hittin bitches like craig , watchin ass clap <unk> <unk>",20,0,0,1
1756,"sorry hoes , but l .o .v .e . does not stand for legs . open . very . easy",20,0,0,1
1757,sometimes females are just fucking retarded bro . i swear i just want to kick y'all in the ovaries .,20,0,0,1
1758,someone told iggy azalea she stunk as a child cause this bitch still upset yo it ain't even that deep,20,0,0,1
1759,somebody couldve been like aye man you dropped your money but <unk> fucking broke faggots selfish bastards i hate yall,20,1,1,1
1760,same people bitchin about <unk> and shit in aw are counting down the days until it comes out <unk> fags .,21,0,0,1
1761,"sam is hands down easily no doubt in a million years my least favorite character , such a little bitch #freaksandgeeks",21,0,0,1
1762,stfu <unk> <unk> rt @maxin_betha cause he a faggot makes sense now right ? rt @channymaraj <unk> prolly real <unk> lol,21,0,1,0
1763,<unk> <unk> <unk> young girls <unk> on <unk> of political <unk> in favor <unk> paki <unk> gangs http t .co <unk>,21,0,2,0
1764,red sox fans bitch the loudest about right field . their hitters exempt from hitting them out too ? #yankees <unk>,21,0,0,1
1765,rams too <unk> lakers as a whole is trash rt @80sbaby4life jordan hill is trash . play davis and randle more,21,2,2,1
1766,rt <unk> <unk> <unk> . &#8220 @h0rheyd god i hate tom <unk> ol ass fuckboy ass <unk> ass pussy ass bitch&#8221,21,0,0,1
1767,rt <unk> <unk> from a <unk> <unk> <unk> is just a mock for the <unk> of the <unk> <unk> system .,21,2,2,1
1768,"rt <unk> if you know he has a girlfriend don't be that little bitch , respect it and move on .",21,0,0,1
1769,rt <unk> feeling the crisp fall wind <unk> around me and watching the colorful leaves fall like rainbow colored <unk> <unk>,21,2,2,1
1770,rt <unk> when you're stressing over someone then realize you got hoes . . &#128514 &#128557 &#128175 https t .co <unk>,21,0,0,1
1771,rt <unk> which world cup teams are jihadis rooting for ? http t .co <unk> <unk> @vocativ http t .co <unk>,21,2,2,1
1772,rt <unk> if we date u don't even gotta worry bout me talking to other hoes cus i ain't got any,21,0,0,1
1773,rt <unk> i don't know why i go on that pancake face <unk> twitter . she gets me tight every time,21,2,0,0
1774,rt <unk> when bae sings it ain't nun to cut that bitch off with too much enthusiasm http t .co <unk>,21,0,0,1
1775,rt <unk> only low self esteem niggas walk around <unk> about bitches he fucked they have something to prove to ppl,21,1,0,0
1776,rt <unk> charlie crist leads rick scott in a florida governor's race where every vote will matter http t .co <unk>,21,2,2,1
1777,rt <unk> i wasnt put on earth for a bitch not to like <unk> i damn for sure <unk> &#128540 &#128076,21,0,0,1
1778,rt <unk> people beg to see women's bodies but the minute they're seen that woman is now a hoe oh okay,21,0,0,1
1779,rt @taylor_tm @pacmanjonez @philwotg you the <unk> person on my tl but you always so ghetto . im sick of it,21,0,1,0
1780,rt @sorryimalex i got called a faggot for buying girl toms so now i'm gonna fuck that person in the ass,21,0,1,0
1781,rt @schoolfession my ex girlfriends telling people i sell pills and coke . retweet if she's a bitch . <unk> hs,21,0,0,1
1782,rt @rosestokoe my bitch makes your bitch look like precious &#128109 &#128111 &#128150 &#128571 <unk> <unk> <unk> http t .co <unk>,21,0,0,1
1783,rt <unk> let my shirt go bitch it's aeropostale wtf is wrong with you &#128514 &#128557 &#128514 https t .co <unk>,21,0,0,1
1784,rt <unk> when i hear an ugly bitch talk about another ugly bitch &#128528 . . . http t .co <unk>,21,0,0,1
1785,rt <unk> who wants to chill on campus w me &amp throw <unk> at bitches taking the walk of <unk> <unk>,21,0,1,0
1786,"rt <unk> <unk> <unk> <unk> lights <unk> <unk> 100 led <unk> string <unk> for outdoor <unk> , http t .co <unk>",21,2,2,1
1787,rt @prime13_time words from jac . . you can't save every hoe . . you got to let them hurt .,21,0,0,1
1788,"twice divorced teabagger florida attorney general says marriage is reserved for <unk> , <unk> family <unk> http t .co <unk>",20,2,2,1
1789,<unk> motherfucker i be <unk> like a bitch catch me up in traffic might be <unk> with yo bitch <unk>,20,0,0,1
1790,tonight starts the road the super bowl for the @browns here we go brownies here we go woof woof <unk>,20,2,2,1
1791,"today i heard my boss say motherfucker , bitch like it was so funny bc she has an asian accent",20,0,0,1
1792,these hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca,21,0,0,1
1793,these bitches really be out here on backpage hoe ing &#128557 &#128557 &#128557 watch yo bitch she could be on there,21,0,0,1
1794,them women at the bar @ <unk> are there for your pleasure them old hoes be pure #savages &#128514 &#128514 &#128514,21,0,0,1
1795,them old bytches sorry as phuck in the sack . . . &#171 @mr_jsmart24 the pussy get <unk> in her <unk>,21,0,0,1
1796,"the <unk> know who we are , but we rather be real niggers &amp bad bitches . http t .co <unk>",21,0,1,0
1797,the most beautiful women be <unk> the most retarded <unk> on their pics sh t be extra dumb . . .,21,0,0,1
1798,the left tho rt <unk> &#8220 @djzeeti twitpic a selfie with a bad bitch&#8221 <unk> <unk> <unk> http t .co <unk>,21,2,0,0
1799,"that's real dedication . . . &#171 @arigold_88 this bitch got <unk> and still here , shitting up the bathroom .&#187",21,0,0,1
1800,that's like saying i've had the pinto since 72 rt <unk> <unk> dude i've had an iphone since the beginning .,21,2,2,1
1801,that pic is now <unk> by jihadis with a call to kill him . http t .co <unk> #saudi #isis #syria,21,2,1,0
1802,that damn <unk> mouth bitch knows .good in hell well <unk> wasn't a damn roommate damn rocks for brains man lol,21,0,0,1
1803,that bitch called on thor for some strength . &#58386 &#58386 rt @chubbygirlgod wait . . . http t .co <unk>,21,0,0,1
1804,"text ya bitch like ya man suck , meet me at da birkin store tell em get his bands up &#128527",21,0,0,1
1805,"teacher you had all weekend to do you homework me uhm , sorry bitch but i have a life . .",21,0,0,1
1806,sweet jesus #morningjoe are you going to split screen rep james <unk> &amp charlie daniels at the same time ? #morningjoe,21,2,2,1
1807,super handsome guys can literally be broke af with no career and some horny bitch will support him into <unk> lol,21,0,0,1
1808,"stupid freshman bitches that walk like slow as hell and u can't get around them , hurry the fuck up sloth",21,0,0,1
1809,started wit <unk> montana hoes . . . . . . . . now im fuckin all of nick cannon hoes,21,0,0,1
1810,sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on,21,0,0,1
1811,"someone should explain to blake griffin that talking trash to an opposing 3rd string is <unk> , even amongst clippers .",21,2,2,1
1812,some of these hoes need to hop off those high horses they seem to be riding 24 7 &#128529 &#128075 &#128293,21,0,0,1
1813,some call it <unk> i call it <unk> out ima handle my business n knock dat pussy out &#128049 &#128166 &#127814,21,0,0,1
1814,"sitting on the deck , enjoying a <unk> , watching <unk> the neighbors burn trash . <unk> http t .co <unk>",21,1,2,0
1815,"sitting on the deck , enjoying a <unk> , watching <unk> the neighbors burn trash . <unk> http t .co <unk>",21,1,2,0
1816,"sit on my face , m u a h , before i eat da pussy , i say my <unk> &#128591",21,0,0,1
1817,she wanna talk shit . . but then have a friendship . . fuck you bitch and i hope u offended,21,0,0,1
1818,she know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off <unk>,21,0,0,1
1819,"she just want her pussy ate , she ain't gon text u back afterwards rt <unk> who wants to hang <unk>",21,0,0,1
1820,sex with whoever i want whenever i want ? nah . my girl give me good pussy all the time .,21,0,0,1
1821,<unk> is also a requirement to be an #isis jihadi girl keep the men's clothes <unk> <unk> http t .co <unk>,21,2,2,1
1822,<unk> its a fine <unk> killing #faggots doesn't change the source of their <unk> . which is <unk> people <unk> <unk>,21,2,1,0
1823,see two of his bitches in the <unk> &#8220 <unk> what he do for a living ? http t .co <unk>,21,0,0,1
1824,rt <unk> a birds eye view of today's <unk> activities . thanks <unk> for the great camera work http t .co <unk>,22,2,2,1
1825,"rt <unk> if you think your mans cheating , you take him to that bitches house and see if his wifi <unk>",22,0,0,1
1826,rt @thachosenkid321 if i were to say be my girlfriend would you believe that i dropped all my hoes for you ?,22,0,0,1
1827,rt <unk> @peddoc63 <unk> @carminezozzora <unk> charlie understood &#128299 how to keep those <unk> <unk> lower . . http t .co &#8230,22,2,2,1
1828,rt <unk> m&amp s <unk> for most social christmas yet with &#8216 follow the <unk> campaign http t .co <unk> #cle <unk>,22,2,2,1
1829,rt <unk> <unk> cumin wit better bars already bitch <unk> &#128529 &#128529 &#128529 &#128529 &#128529 yall dun <unk> all da way up,22,0,0,1
1830,rt @shitballshonkey i watched my followers drop like <unk> when they started seeing shit that made them upset lol take salt bitch,22,0,0,1
1831,rt <unk> &#8220 <unk> i lost my glasses &#8221 <unk> in every fucking episode of scooby doo like damn bitch get contacts,22,0,0,1
1832,"rt <unk> getting ready for nevada hump day <unk> . real live camels , ostriches and zebras oh my @virginiacity <unk> #&#8230",22,2,2,1
1833,rt <unk> &#128530 why these hoes acting like they not getting fucked &amp sucking dick &#128080 but i ain't saying nothing &#128520,22,0,0,1
1834,rt <unk> the problem with retard liberals is they think <unk> &amp demand means <unk> me with everything i demand . #votingmatters,22,0,0,1
1835,rt <unk> dont message me your number and tell me to text you . . . . i'm not your bitch lol,22,0,0,1
1836,"twice divorced teabagger florida attorney general says marriage is reserved for <unk> , <unk> family <unk> http t .co <unk> #wtf",21,2,1,0
1837,translation for the slow he out saving hoes 1 by 1 rt @ciscoallday out here saving lives &#128557 &#128514 &#128557 &#128514,21,0,0,1
1838,<unk> are fuckin garbage jesus christ . . .suck a dick <unk> you're just as trash as that sorry ass bullpen,21,0,0,1
1839,those tell me about yourself lookin ass niggas . . . ima crazy bitch that's all you need to know .,21,0,0,1
1840,this <unk> <unk> segment is in the can . i discuss <unk> being a faggot marriage state just like washington .,21,0,1,0
1841,this reminds me of another quality video lol . he ain't <unk> to front for these peckerwoods http t .co <unk>,21,2,2,1
1842,this is really for <unk> rt <unk> @wesdurham exploding giant yellow <unk> . you&#8217 ll appreciate this http t .co <unk>,21,2,2,1
1843,this dumb <unk> drives in circles through town on his bright yellow cycle with music <unk> <unk> http t .co <unk>,21,0,2,0
1844,this bro is just <unk> apart a bird about 10 feet from us . . <unk> <unk> http t .co <unk>,21,2,2,1
1845,this bitch tweeted brb gonna take a shower <unk> later back . . .get yo nasty ass back in that shower,21,0,0,1
1846,this bitch think i want her i'm in love wit da <unk> . &#128525 &#128536 &#128176 &#128181 http t .co <unk>,21,0,0,1
1847,this bitch forehead . hairline . who lied to her &amp approved this shit &#128514 &#128514 &#128514 https t .co <unk>,21,0,0,1
1848,this <unk> bitch was rockin gucci and her man was smokin a e cig . smh fake ass <unk> ass <unk>,21,0,0,1
1849,thick bitches &gt &gt &gt &gt &gt &gt &gt &gt &gt &gt &gt &gt &gt &gt &gt &gt &gt &gt &gt,21,0,0,1
1850,they should have never gave a cracker a <unk> <unk> will flip when he sees this . http t .co <unk>,21,0,1,0
1851,they say one man's trash is the next man's treasure . where one finds pain the next might find pleasure .,21,2,2,1
1852,they make sure they have these reality shows lined up for you hoes .they won't leave you high and dry .,21,0,0,1
1853,these niggas cars be <unk> and they have the nerve to put some <unk> rims and some speakers in the bitch,21,0,0,1
1854,"these little girls at <unk> were telling me they like my <unk> socks , bitch go home &amp do your homework",21,0,0,1
1855,these hoes be lying to all of us nigga i got news for the monogamous niggas yo bitch fucking anonymous niggas,21,0,1,0
1856,so tired but mom is making me stay up until she is finished drinking another beer . she better chug that shit,22,0,0,1
1857,so now ain't nobody got a type you all like bad bitches huh . . .well why yo baby momma never mind,22,0,0,1
1858,so niggers really believe phelps just smokin on a regular huh ? tell me now &amp i'll log off for the night,22,1,1,1
1859,so <unk> says <unk> will win and then goes after <unk> for doing the same thing . lmao at you #teabaggers #morningjoe,22,0,2,0
1860,"so i've been pretty paranoid about the cooling weather bringing about an <unk> of birds in austin , nyc and philadelphia .",22,2,2,1
1861,"so i had to spray this huge ass wasp nest outside my backdoor . maaan , them bitches were mad as fuck",22,0,0,1
1862,sit the fuck down bitch rt <unk> stfu rt @thotcho y&#8217 all act like it doesn&#8217 t get cold in denver .,22,0,0,1
1863,since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked,22,0,0,1
1864,she's a dumb bitch . should've just said no . extra shit unnecessary &#8220 <unk> lol relationship goals http t .co <unk>,22,0,0,1
1865,she say that she was married well so is me she say her pussy hairy &#128570 &#128570 i wanna see &#128574 &#128064,22,0,0,1
1866,she a bird for that . . . shit was disrespectful then ran outside n left her man to get bossed on,22,0,0,1
1867,she a bad bitch period . but she didn't have to get these big ass <unk> &#128514 fucc http t .co <unk>,22,0,0,1
1868,sh t rt @diponline if k michelle was apart of baltimore twitter she'd be one of them hoes saying she's celibate smh,22,0,0,1
1869,seriously if you're living at someone's place for free the least you could do is help keep it clean #ratchet <unk> #hoe,22,2,0,0
1870,seeing elder queer couples marry really is emotional . they get to live their final years with equality and with <unk> .,22,1,0,0
1871,scrappy got the hoes &#128056 &#9749 &#65039 . . it's 3 of em on stage i wonder how many in the audience,22,0,0,1
1872,same . rt @tyleriam that was back when i found myself listening to mad real hip hop . zero bitches in sight,22,0,0,1
1873,"s o to all the hoes waiting up for that goodnight text . . bitch please , that nigga don't love you",22,0,0,1
1874,<unk> favorite thing about white house <unk> 'my president being <unk> http t .co <unk> <unk> <unk> whitey not wise . .,22,0,0,1
1875,review the yanks are coming a military history of the <unk> states in world war i http t .co <unk> via @breitbartnews,22,2,2,1
1876,rev . charlie rangel what unions stand for are &#8220 spiritual damn <unk> &#8230 like <unk> rats . http t .co <unk>,22,2,2,1
1877,really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke . .,22,0,2,0
1878,rt <unk> if you're gonna trash talk my piercings don't say it in front of my best friends &#128514 &#128514 &#128514 &#128514,22,0,2,0
1879,rt <unk> i immediately become the biggest bitch when i'm sick . like i just need to be taken care of lmao,22,0,0,1
1880,rt @z0mbiedance who let gabby get drunk off of her ass ? give that bitch bread . . <unk> love bread .,22,0,0,1
1881,rt <unk> <unk> because they're all fucking two years old acting like i won't mind being tagged bitch i will <unk> you,22,0,0,1
1882,rt <unk> why is arizona hot as hell and then literally 5 minutes later it's fuckin hurricane katrina up in this bitch,22,0,0,1
1883,rt <unk> lol imma start <unk> out <unk> &amp <unk> cause you bitches wanna be me so bad &#128514 &#128553 &#9995 &#128129,22,0,0,1
1884,rt @whiteboytatted shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin,22,0,0,1
1885,"rt @washingtonpost <unk> bird flu outbreak 3 good signs , 3 bad signs and 3 very bad signs http t .co <unk>",22,2,2,1
1886,rt <unk> how much coke did charlie sheen do ? . . enough to kill two and a half men i guess,22,2,2,1
1887,"rt <unk> you want a hot body ? you want a <unk> ? you better be born into wealth , bitch .",22,0,0,1
1888,this is fucked up lmao <unk> #bitch which one are you ? <unk> better go to <unk> #dead http t .co <unk>,22,0,0,1
1889,this hoe got 10 seconds to get the hell up outta my face before i set that weave on fire . .,22,1,0,0
1890,"this fat bitch is wearing these ugly ass jesus sandals , and her big ass feet are <unk> the damn things .",22,0,0,1
1891,"this does create a slippery slope tho , players gonna have to watch they mouth too , no tolerance for ignorance anymore",22,2,2,1
1892,this bitch showed me it &amp if y'all every seen that low budget piece shit that muthafuckin clown scary then a hoe,22,0,0,1
1893,this bitch compared dicks to <unk> get <unk> . . . like don't as you <unk> a pencil it becomes more useful,22,0,0,1
1894,"they trying to hoe todd gurley , johnny manziel signed them helmets and got off but suspend gurley the rest of season",22,0,2,0
1895,they took it there bro you know i'm civil . rt <unk> @vikkinosecrets wait a minute lol . don't get ghetto v,22,0,2,0
1896,they told me to fuc wit bitches but never trust em they told me they my niggas but i never trust em,22,0,0,1
1897,they rude rt @anointed_mouf i wish you bitches would stop calling while i'm trying to get dicked down by your nigga &#128530,22,0,0,1
1898,these parents nd giving they kids ghetto ass names <unk> . bro are you serious ? that tipped the scale fa me,22,0,0,1
1899,these hoes ain't loyal rt @complexmag <unk> rivera got married three months after breaking up with big sean http t .co <unk>,22,0,0,1
1900,these customers are fucking crazy this bitch said god will <unk> me because her dumbass locked herself out of her account .,22,0,0,1
1901,there's gotta be like 20 white trash motherfuckers living in that house and i don't think any of them have a job,22,0,0,1
1902,there's a different between ya bitch a ya friends your bitch rey to build wit you your friends just tryna compete .,22,0,0,1
1903,there's a bird nest in my <unk> and so now when the birds fly out they poop on my car . &#128529,22,2,2,1
1904,there it is these bitches be having joint custody dick and acting up . understand that's part time . no benefits .,22,0,0,1
1905,then there's this stupid bitch in my class that literally has to ask a question every time the professor says something .,22,0,0,1
1906,them chicks tried .to put me under the fire lol i'm not a dirt bag <unk> with a dumb hoe though .,22,0,0,1
1907,"the <unk> was high as fuck , like lets kill a big ass bird and eat it with a billion other things",22,0,0,1
1908,the little bitch told me sloppy top was a <unk> that's when she gave me sloppy toppy like the sloppy toppy <unk>,22,0,0,1
1909,the corny facade is all apart nick <unk> plan . nigga is actually a genius on levels of business and bitches .,22,0,0,1
1910,the tl talkin about eatin pussy and u watchin soccer ? ur a grade a faggot rt <unk> this game is crazy,22,0,0,1
1911,the african <unk> <unk> <unk> is a species of bird of prey in the <unk> family . <unk> http t .co <unk>,22,2,2,1
1912,that one drunk white bitch that always <unk> problems <unk> at least one <unk> dude then crys afterwards when someone gets hurt,22,0,0,1
1913,"that makes you an annoying bitch . if you're out looking to be offended , you can't bitch when you're offended .",22,0,0,1
1914,"thanks to <unk> cracker tweets today , my <unk> on <unk> are <unk> on me like a typical night on the <unk>",22,2,2,1
1915,"thanks for scaring the absolute fuck out of me , <unk> . now i look like a pussy . fucking jerk .",22,0,0,1
1916,"tell them lie speakin lips they should try <unk> <unk> , more often bitch and refer to me as your <unk> .",22,0,0,1
1917,stupid bitch at church's didn't give me my fucking bbq sauce so now i gotta eat some dry ass chicken strips &#128531,22,0,0,1
1918,"step up in the club smoothly with the l in my hand , bitches know i'm a freak like the elephant man",22,0,0,1
1919,some niggas beat a bitch to get a point across some mentally fuck w her some just ignore it . . .,22,0,0,1
1920,rt @woohdakidd_74 &#8220 @shane_a1 i did use to buy 2 <unk> n wear both dem bitches at the same <unk> lame ass lol,23,0,0,1
1921,rt @willyroast2 yo girl pussy stank <unk> this tweet stinks rt @willyroast2 there is no suck thing as a faithful bitch in <unk>,23,0,0,1
1922,"rt <unk> everyone always says girls are really bitchy , no . some boys are fucking inconsiderate bitchy cunts it is actually <unk>",23,0,0,1
1923,rt <unk> charlie rangel on gop they 'believe slavery isn't over' http t .co <unk> rangel is a flagrant tax <unk> and racist,23,2,2,1
1924,"rt <unk> on this <unk> day 2014 , the yanks advanced out of the <unk> despite a 0 1 loss to <unk> .",23,2,2,1
1925,rt <unk> i wish they made a hoe fax . id be like show me the hoe fax before <unk> a girl .,23,0,0,1
1926,rt <unk> have their been any reports of an <unk> virus that turns apes intelligent ? seems like that kind of day .,23,2,2,1
1927,rt <unk> i will fight a bitch for austin that's my <unk> right there ain't no one messing with my white chocolate drop,23,0,0,1
1928,rt <unk> @royaltyclubvp <unk> worse yet u meet a bird with a nice ras and you're like something about u looks familiar <unk>,23,2,2,1
1929,rt <unk> &#8220 <unk> why do niggas settle for easy bitches ? like don't y'all wanna bitch that challenges you to better <unk>,23,0,0,1
1930,rt <unk> bae if i win you don't get no pussy tonight me shiiiiiit . . . &#128514 &#128514 http t .co <unk>,23,0,0,1
1931,"rt <unk> no need to compete with other women there's only one of me , and shit . . . im that bitch",23,0,0,1
1932,rt @syd_renae @2014alyssa i have a pink fuzzy one &amp a silky silver one . bathrobes are a wonderful thing &#128129 &#128526 &#128525,23,2,2,1
1933,rt <unk> &#128514 &#128514 &#128514 &#128128 &#8220 @southsidevic my stroke game <unk> so i gotta eat the pussy like a <unk> dike .&#8221,23,0,0,1
1934,rt <unk> i wanna be the reason u look down at your phone &amp smile then a car run yo ass over hoe,23,0,0,1
1935,"rt <unk> &#8220 <unk> <unk> shit nigga don't complain . now you got room for hella nudes from hoes&#8221 <unk> , i'll <unk>",23,0,0,1
1936,rt <unk> jessica ass dont need no more <unk> when the bitch drinks she forgets everything the very next day it never fa&#8230,23,0,0,1
1937,"rt @santos_brina i could never mess around with someone else's man , like that's just <unk> your self as a side hoe .",23,0,0,1
1938,rt <unk> @elilake <unk> <unk> yeah i know it's <unk> book . the one where he admits to beating <unk> and lying abo&#8230,23,2,2,1
1939,"rt <unk> always bro niggas get crazy in any weather rt <unk> <unk> this weather is trash od ,but we gon get c&#8230",23,0,0,1
1940,rt <unk> final debate clean up <unk> sure know how to trash a lobby . . . #wcvbpoli #wcvb http t .co <unk>,23,2,2,1
1941,"rt @roach_nigga &#8220 <unk> can't believe i actually killed a <unk> .&#8221 smh you a bitch , that was probably ma nigga eduardo",23,0,0,1
