,text,length,pred,target,correct
1596,<unk> &#128514;&#128514;&#128514; you tried to bit my bottom lip off like it was a snack bitch,16,0,0,1
1597,rt <unk> video: @kobebryant on talking trash while facing <unk> during today&#8217;s <unk> &#8211; <unk> http://t.&#8230;,16,1,1,1
1598,<unk> i'm an early bird and i'm a night <unk> so i'm wise and have <unk>,16,1,1,1
1599,you can't trust no chick that got a pet cat b those bitches be mad sneaky,16,0,0,1
1600,"<unk> ""we just gotta have a red headed <unk> albino autistic <unk> <unk> hermaphrodite on the <unk>",17,1,0,0
1601,"rt @gawker: <unk> office admits ""hell yeah benihana up in this bitch"" tweet was a mistake. <unk>",17,0,0,1
1602,<unk> <unk> like i got time to be wasting on some bitch who broke up with me,17,0,0,1
1603,especially since rick and <unk> are banging each other in the <unk> but the bitch died already,17,0,0,1
1604,<unk> colored contacts in your eyes? <unk> on mine. cause i can't see you at <unk> lmao,17,1,1,1
1605,"i tell u this tho, <unk> u nigger women start getting <unk> <unk> just don't do it",17,0,0,1
1606,with my partner in crime riri22barbie yesss &#128128; bitch stole my <unk> hah #vegasqueens #ladykimora <unk> <unk>,17,0,0,1
1607,not allowed to play flappy bird around grandma because she swears at me to stop swearing lol,17,1,1,1
1608,rt @mrpoonsoaker: foh rt @thotcho: @mrpoonsoaker lmao 6&#8242;0 but i&#8217;m hella skinny so bitches don&#8217;t like me,17,0,0,1
1609,rt <unk> fellas remember to stock up on <unk> and timbs before the dykes buy them all,17,0,0,1
1610,on. <unk> rt @michydoe: bitch i bet not see you in the streets <unk> trash ass nigga,17,0,0,1
1611,rt @thebloodshow: ugly hoes be the loudest .. u need to duck off &amp; hide yourself frfr,17,0,0,1
1612,@cameron_ast @lanahudsonnn bitch and the fuck u wanna do about then nigga stfu talking and do something,17,0,0,1
1613,i can't watch charlie st. cloud because i cry like a little baby. <unk> single. time. &#128557;&#128557;&#128557;&#128557;,17,1,1,1
1614,<unk> i hate girls who get drunk &amp; don't turn into hoes <unk> waste of <unk> &#128514;&#128557;,17,0,0,1
1615,rt <unk> republicans want to yank food stamps from the <unk> may <unk> 2... <unk> <unk> #p2,17,1,1,1
1616,"rt @femaies: ""nah go talk to ur hoes since u dont wanna text back n shit"" <unk>",17,0,0,1
1617,the birds and the bugs <unk> by <unk> r <unk> via @etsy <unk> <unk> <unk> <unk> #birds,17,1,1,1
1618,<unk> good pussy be making a nigga have to <unk> pull out and get your thoughts <unk>,17,0,0,1
1619,"rt @lilduval: ""people need to mind they <unk> bitch this the internet. stop posting shit then",16,0,0,1
1620,dez is caked up with some bitch or something cause hes not playing like dez bryant,16,0,0,1
1621,<unk> ur still secretly <unk> at tommy <unk> <unk> jesus christ <unk> that's a ghetto <unk>,16,1,0,0
1622,"rt <unk> &#8220;@sexualgif: ""i hate that hoe <unk> &#128514;&#128128; <unk> &#128514;&#128514;&#128514; this shit <unk> me up!",16,0,2,0
1623,&#9733; best asian massage on the brooklyn park slope --top rated spa &#9733;718-622-0221 - 24 <unk>,16,1,1,1
1624,make up artists = cover up for selling pussy or second gig for bartenders or students,16,0,0,1
1625,"""wow you are a bitch"" yes that's already been <unk> anything else you have to say?",16,0,0,1
1626,<unk> i'm a <unk> <unk> because i have black friends. makes perfect sense. &#128514;&#128557;&#128514;&#128557; <unk> @,16,0,1,0
1627,dis broad done tagged dis nicca n a video of his sis giving dome .. <unk>,16,1,2,0
1628,1 baby momma no bitch no wife like pac u need a thug in ya life,16,0,0,1
1629,"rt <unk> rt @scruffdaddy_: <unk> that bitch lookin all in the car, u know <unk> <unk>",16,0,0,1
1630,rt <unk> <unk> i need me a bitch that can dance <unk> lmfao this is ode,16,0,0,1
1631,rt @lumponthegrind: great pussy will have you doing shit you would think you would never do,16,0,0,1
1632,&#128514;&#128514;&#128514;&#128514; rt <unk> when you're trying to relax but your pussy is shooting out light <unk> <unk>,17,0,0,1
1633,rt @yankees: the @empirestatebldg <unk> its lights in #yankees pinstripes in honor of derek jeter. #farewellcaptain <unk>,17,1,1,1
1634,<unk> jihadi nest and student arm of the muslim <unk> &#187; joe for america <unk> via <unk>,17,1,1,1
1635,"just like i made you hoes come for me , i can make yall go away <unk>",17,0,0,1
1636,rt @dnumberbefore_2: she used to be more fun as a hoe ..this new you is to positive,17,0,0,1
1637,rt <unk> muslim <unk> keep calm <unk> <unk> #pjnet #tcot #tgdn #ccot <unk> #teaparty <unk> <unk> http://t.&#8230;,17,0,1,0
1638,the music stop playing and all you hear is fuck you bitch i'll spit on you &#128514;&#128514;,17,0,0,1
1639,<unk> and justice for all rt @thatangrynigga go get me a sandwich nigger or i'll kill you,17,0,2,0
1640,rt <unk> fox news <unk> mock female pilot who took part in campaign against isis #wtf <unk>,17,1,1,1
1641,<unk> the <unk> going <unk> 2 kill crackers &amp; their <unk> new black panthers <unk> #fergusonriot <unk>,17,2,2,1
1642,"rt @rapperssaid: when kanye said ""i don't need your pussy, bitch. i'm on my own dick."" <unk>",17,0,0,1
1643,<unk> already know juss ordered some of this for the weekend <unk> for tha white hoes <unk>,17,0,0,1
1644,"<unk> <unk> wearing lucky yellow shirt, nails <unk> - <unk> <unk> <unk> extracted from tea <unk> <unk>",17,1,1,1
1645,i'm in my bed like half asleep and stuff. but i really want that oreo coffee coolatta.,17,1,1,1
1646,"tilt my chin back, slit my throat, take a bath in my blood, get to know me",17,0,1,0
1647,i had a dumbass dr do that on a <unk> i was just like this dumb bitch,17,0,0,1
1648,happy birthday to the biggest retard out there. youre my favorite retard though @jennahnorberg happy birthday nigs,17,0,0,1
1649,rt <unk> a nice <unk> of voices in <unk> <unk> <unk> <unk> <unk> the oriental <unk> <unk>,17,1,1,1
1650,"<unk> blah. if people are determined to think of you as a condescending bitch, it's their <unk>",17,0,0,1
1651,lmfao rt <unk> the new york @yankees have won 27 world series titles <unk> most of <unk>,17,1,1,1
1652,"rt @yungtweetgod: awe hell nah <unk> me and <unk> are bad bitches, come fuck with us"" <unk>",17,0,0,1
1653,the most beautiful women be <unk> the most retarded <unk> on their <unk> <unk> be extra dumb...,17,0,0,1
1654,rt <unk> @a_m_perez <unk> <unk> @velvethammer <unk> <unk> <unk> i bet she's a new york yankee <unk>,17,1,1,1
1655,<unk> &#8220;@shane_a1: lol i <unk> rose been dat nicca tho&#8221; #1 never <unk> yee i was trippin,17,0,0,1
1656,<unk> lol yeah bro good <unk> but bitches do love foreign whips so it's a personal decision,17,0,0,1
1657,"none of them 3 bitches look like dey ca boil a egg, but working at buds <unk>",17,0,0,1
1658,rt @blackhilton some of y'all hoes thighs be so thick and can't even walk + yankee food,17,0,0,1
1659,"@charlesbarrkley hey sir house nigger, uncle tom aren't you from grand ole <unk> i rest my <unk>",17,0,2,0
1660,rt <unk> bitches be like go talk to ya other bitch bitch you is my other bitch,17,0,0,1
1661,rt <unk> @wigga32 <unk> thank <unk> my bf still talks so a dumb bitch i dont <unk>,17,0,0,1
1662,if i can't make no money off of you then bitch i don't even want to you.,17,0,0,1
1663,if you're being a little scared bitch about the possibility of a louisville <unk> go to <unk>,17,0,0,1
1664,rt <unk> <unk> <unk> <unk> <unk> &#128514;&#128514; <unk> b <unk> in the square wbu <unk> wat u &#8230;,18,1,0,0
1665,@bretvondehl <unk> is a fucking bitch... shit load of hate on there when i did my first broadcast,18,0,0,1
1666,@kieffer_jason @sbsylvester then bring yo bitch ass to town east mall let me know when u there bitch!,18,0,0,1
1667,"rt @kingtunchi_: i finally realize that these bitches just wanna see me down , wanna see me fall",18,0,0,1
1668,<unk> <unk> the politically correct term would be <unk> <unk> it's highly offensive to use the word retarded.,18,0,1,0
1669,yes &amp; no rt @channymaraj is it ok to beat a bitch up over some tweets or nah?,18,0,0,1
1670,' you deserve x august alsina <unk> im <unk> that to all my old side hoes <unk> .,18,0,0,1
1671,<unk> just tried to climb up a tree after a bird and completely failed oh my god &#128514;,18,1,1,1
1672,&#8220;@cmre24 wasn&#8217;t that great to me either rt @ahki117: <unk> was trash denzel officially washed <unk> was flight,18,1,1,1
1673,between this trend and the vines acting like women its like niggas couldn't wait to be faggots <unk>,18,0,2,0
1674,rt <unk> that bitch lebron <unk> to like 6 he ain&#8217;t eem give miami 6 yrs &#128514;&#128514;&#128514;,17,0,0,1
1675,"rt <unk> drink some bleach bitch! <unk> if it was you, <unk> done the same thing. <unk>",17,0,0,1
1676,rt <unk> these old hoes is <unk> that <unk> and <unk> slayed they <unk> <unk> <unk> <unk>,17,0,0,1
1677,i guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie @gucci1017,17,0,0,1
1678,rt @thatdamnham: <unk> to <unk> hopefully i'll see my best bitch <unk> that would make my day.,17,0,0,1
1679,rt @stevestfler: future bae best drink <unk> water so her pussy taste like retweets &amp; <unk> apples,17,0,0,1
1680,"<unk> don't yell at me, i love both of the <unk> lines. <unk> <unk> the trash <unk>",17,1,1,1
1681,rt <unk> dat shit trash <unk> a shirt <unk> by <unk> emoji tattoo. <unk> now: <unk> <unk>,17,0,0,1
1682,"<unk> when someone asks what else to eat, jackass over here goes <unk> big surprise here... <unk>",17,0,0,1
1683,rt <unk> &#8220;@1waynostra: dats y i don't argue wit dese bitches lol&#8221; keep it brief <unk> lls,17,0,0,1
1684,if your twitter is private but your instagram is public u r probs a trash talking thot,17,1,0,0
1685,rt <unk> i know what color my skin is. you can stop with the friendly <unk> bitch.,17,0,0,1
1686,ill fire that nina like its her first day on the job an the bitch over slept,17,0,0,1
1687,rt <unk> @jefdabest <unk> juice niggah ... 100% <unk> with vitamin c ... you'll piss it out,17,0,0,1
1688,i'm late as <unk> really hating cuz these hoes want that lightskin dude in jail y'all crazy,17,0,0,1
1689,"half these females with these twitter names like ""eat my pussy"" ain't even about that life bro..",17,0,0,1
1690,rt @_beautifulkeezy: &#8220;@100046729: &#8220;@_beautifulkeezy: where tf lyssa toilet mouth ass ? <unk> <unk> be twatching hoe &#128514;&#128514;,17,0,0,1
1691,@amandabynes i can give you some of my clothes so you can look like a cute dyke,17,0,2,0
1692,i got a <unk> <unk> followers on instagram that's probably why these bitches ain't takin me serious,17,0,0,1
1693,i wish young thug made past me the <unk> and kept garbage ass tyga out that bitch,17,0,0,1
1694,rt <unk> black girls hoes cause they fuck niggas for money revenge and dumb shit like that,17,0,0,1
1695,you still fuckin with a sorry ass nigga that makes you a sorry ass bitch <unk> <unk>,17,0,0,1
1696,this <unk> in the mall gone ask <unk> wats under that <unk> this bitch said her momma lmfaoooo,18,0,0,1
1697,"rt <unk> 150 christians massacred by jihadi muslims while they slept! including pastor, his wife &amp; kids <unk>",18,1,1,1
1698,"rt <unk> kevin gates said ""real niggas eat booty, real niggas please they bitches, ion get <unk> <unk>",18,0,0,1
1699,"sit on my face, m u a <unk> before i eat da pussy, i say my <unk> &#128591;",18,0,0,1
1700,rt <unk> @weston_diamond @paulmoon8 fuck you <unk> talk shit to my friend i will beat your ass bitch,18,0,0,1
1701,"rt <unk> ""i ain't tryna steal ya car, but i did eat the hell outcha wife's <unk> #htgawm",18,0,0,1
1702,"rt <unk> if i could be anywhere on earth right now, you know it would be yankees stadium",18,1,1,1
1703,<unk> could you just play 2 minutes of the charlie brown <unk> <unk> <unk> adult sound effect <unk>,18,1,1,1
1704,rt @lemarquand: <unk> hussein <unk> <unk> in fighting islamic <unk> we should be nice to <unk> might <unk>,18,1,1,1
1705,i think i'll have salad bar for lunch today. gotta make up for the birthday brownies <unk> <unk>,18,1,1,1
1706,"rt @imneverchillin: bitch for who, gap? rt ""@porkhub: i'm a model yall bitches can't tell me nothin"" <unk>",18,0,0,1
1707,"i'm just saying, in your twitter pic you look like such a guido and i love it <unk>",18,0,0,1
1708,@kingxxlopez lol me and <unk> just sit there and make fun of him. i can't stand that fag,18,2,0,0
1709,<unk> <unk> trash. take of the tony hawk <unk> and play <unk> that's not what snipers are for!,18,1,1,1
1710,"mother fuck everything you got going on today because i'm going to vegas in a few hours, bitch.",18,0,0,1
1711,<unk> fr 12 was finna <unk> a nicca he said yu lucky i jus got a <unk> call,18,0,0,1
1712,rt <unk> today the day bitches let's turn <unk> up ! <unk> <unk> <unk> @thompson_era <unk> <unk> http://t&#8230;,18,0,0,1
1713,my moor <unk> not black <unk> moor friends said nigger came from <unk> are so <unk> <unk> me...,18,0,0,1
1714,<unk> i'm highly upset dat des bitches tryanna clown me on a media sight bitch i ain't going,18,0,0,1
1715,rt <unk> #gemini doesn't really look back at their <unk> some things just look better in the trash!!,18,1,0,0
1716,<unk> <unk> of <unk> ca <unk> <unk> - a bird that <unk> a <unk> the <unk> <unk> <unk>,18,1,1,1
1717,rt @yungmigo: &#128557;&#128557;&#128557;&#128514;&#128514;rt @shane_a1: i done went wit a hoe before frfr so who am i to judge,18,0,0,1
1718,rt <unk> they might be called 5 seconds of summer but their songs are 3 minutes of trash,18,0,1,0
1719,@tayscalf if you ain't with someone you can still sleep around be a hoe and not the cheatin,18,0,0,1
1720,rt <unk> @thoughtsofrandy im speaking on ho niggas + hoe niggaz probably don't dig natural <unk> hair <unk>,18,0,0,1
1721,rt <unk> remember in a <unk> her friends are not <unk> &#128581; they'll let her be a hoe...,18,0,0,1
1722,side bitches are basically new relationships <unk> <unk> to the problems you already have with your primary woman.,18,0,0,1
1723,if u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,18,0,0,1
1724,keep it realer than the next bitch no need for u to ever sweat the next bitch <unk>,18,0,0,1
1725,<unk> your talking to every hick in san antonio i ride with a big 45 in the <unk>,18,1,0,0
1726,i was enjoying nicki minaj's song anaconda until she said fuck skinny bitches. lol nah bitch fuck you,18,0,0,1
1727,"i really hate being a bitch to people, but at this point i no longer give a fuck",18,0,0,1
1728,rt <unk> check out the homie <unk> for that sole sauce! that stuff does <unk> <unk> <unk> <unk>,18,0,1,0
1729,"&#8220;@isthatjamesbond: ""@bluntsnextdoor: good pussy have a nigga like <unk> funniest thing i've ever seen on my tl <unk>",18,0,0,1
1730,"everywhere you look, all you see is hillbilly <unk> big <unk> in a small town. <unk> <unk> <unk>",18,1,1,1
1731,"damn <unk> <unk> @liltunechi &amp; @chrisbrown <unk> <unk> for the ladies &amp; dick for the hoes"" lol <unk>",18,0,0,1
1732,"if you enjoy hunting for <unk> then you're trash. if you hunt for food, you deserve to <unk>",18,1,1,1
1733,rt <unk> <unk> i think my wish came <unk> where y'all hating ass bitches at &#128299; <unk> <unk>,18,0,0,1
1734,rt <unk> i know you're gonna stalk my tweets so just know that you're a dumb fucking bitch!,18,0,0,1
1735,""" <unk> is a bitch she <unk> everyone "" lol i walked into a conversation like this. smh",18,0,0,1
1736,i'd rather hear <unk> <unk> tyson tell me about <unk> mistakes in their <unk> than some <unk> <unk>,18,0,1,0
1737,where r the fun twins at <unk> i'm trying to lick <unk> dust and <unk> off your nips,18,1,0,0
1738,is <unk> a retard <unk> starting <unk> instead ae <unk> please come back fergie <unk> <unk> <unk> <unk>,18,0,0,1
1739,lmfao what? rt <unk> if your back is dry when you get out the shower you're a hoe!,18,0,0,1
1740,<unk> @ladyvodkax in with the go to air out with the bad air and where's my next brownie,18,0,1,0
1741,"fat hoes on twitter calling themselves barbies, bitch you ain't no damn barbie you a damn care bear.",18,0,0,1
1742,@kenzieblake2015 its pretty easy actually. i'm just the <unk> right now i'm eating those animal crackers lolol :),18,1,1,1
1743,rt @currensy_spitta: i will not buy your bitch no red <unk> so don't even worry bout that <unk>,18,0,0,1
1744,"i'm <unk> bitch, don't got a problem smackin a bitch kidnap em, attack em with <unk> n shit",18,0,0,1
1745,jihadi rehab needs to account for the <unk> fact that it's the worst <unk> that <unk> <unk> <unk>,18,1,1,1
1746,<unk> apparently this little pussy cant converse nevermind fight. ive been <unk> oh well youth gets frustrated easy.,18,0,0,1
1747,no cuz redskins are dumpster juice rt <unk> game of the week. still the best rivalry in sports,18,1,1,1
1748,rt <unk> <unk> happy birthday to the <unk> nigga missing you and follow my new account british cunt,18,0,0,1
1749,i need one of those <unk> street signs near <unk> . hang that bitch above my bed lol,18,0,0,1
1750,how about a charles in charge movie with <unk> <unk> as charlie and ryan gosling as buddy. <unk>,18,1,1,1
1751,&#8220;@__tharealist: &#128530; dis hoe bri will fuck up a wet <unk> pop up in the dream like <unk>,18,0,0,1
1752,rt <unk> when <unk> said <unk> bitch i call her <unk> <unk> cause she only bone <unk> <unk>,18,0,0,1
1753,rt @chelseypaige42: bitches be begging for love &amp; loyalty when they've never giving it to anyone. karma <unk>,18,0,0,1
1754,damn bro im hungry then a hoe rt and ain't got shit to eat at the crib fuckkkk,18,0,0,1
1755,if <unk> was a player they'd pump him with <unk> and tell him to stop being a pussy.,18,0,0,1
1756,i find a new song i like and play that hoe way more times than i should lol..,18,0,0,1
1757,@ms_marrie i'm so <unk> i just tried to relate hoes to mild sauce and make it relevant lol,18,0,0,1
1758,note the <unk> removes <unk> from launcher and <unk> it to a trash bin before <unk> <unk> <unk>,18,1,1,1
1759,"rt <unk> girls, don't let a guy treat you like a yellow starburst u are a pink starburst",18,1,1,1
1760,rt <unk> <unk> rt @dearleader10: nothing wrong with black girls having high dick <unk> our pussy bomb nigga!,18,0,0,1
1761,she a bad bitch period. but she didn't have to get these big ass <unk> &#128514; fucc <unk>,18,0,0,1
1762,don't you hate that dumb ass voice that everyone uses when they try to mock something you <unk>,18,0,0,1
1763,@boxingscene danny will be in deep deep water at <unk> too many badass sons of bitches up there,18,0,0,1
1764,rt <unk> <unk> i told you to unfollow that bitch but you ain't wanna listen barbie <unk> <unk>,18,0,0,1
1765,rt <unk> <unk> <unk> <unk> #new <unk> by <unk> <unk> in #rome <unk> #morning <unk> <unk> #trash http://t&#8230;,18,0,1,0
1766,how many fingers does a bitch gotta break so mother fuckers will stop taking my god damn <unk>,18,0,0,1
1767,ik i look good and all but dam bitches stop making it <unk> your staring at me loll,18,0,0,1
1768,"when people really think i'm asian i get offended, even though i make fun of my gook self",18,1,1,1
1769,<unk> just pulled out his pocket <unk> bring it man! @tedcruz just mocked <unk> <unk> <unk> <unk> <unk>,18,1,1,1
1770,rt @oz_lito: @1stblocjeremiah ctfu u bloody but yes doe bitch ball out cracked hot dog in dat bitch,18,0,0,1
1771,&#8220;@yankees: #yankees and red sox are <unk> as we play in the 2nd <unk> the <unk> is <unk>,18,1,1,1
1772,rt <unk> i love dez but right now he's trash right now <unk> there's others that are open,18,1,0,0
1773,&#8220;@_beautifulkeezy: these hoes be playing w/ me like i won't send baby <unk> at they niggah <unk> <unk>,18,0,0,1
1774,&#8220;@nochillpaz: mom : dont call a girl a bitch. that's somebody's <unk> me : and somebody's bitch too&#8221;,18,0,0,1
1775,rt @midniteboss: <unk> should stop <unk> video games at the age of <unk> fucking stop playing like pussies.,18,0,0,1
1776,rt @_beautifulkeezy: &#8220;@100046729: &#8220;@_beautifulkeezy: let me sit this ass on you <unk> you and chris better gtf &#128080;,18,0,0,1
1777,rt <unk> jane <unk> rocks a bikini at 62 <unk> crazy aunt jane is at it again <unk>,18,0,1,0
1778,rt <unk> anything said bout my moms b would of led to a bitch getting stone cold <unk>,18,0,0,1
1779,<unk> that bitch wants everybody out though.. thats the same shit she did to me at one point,18,0,0,1
1780,@on_point_prg @wendydavistexas @gregabbott_tx boy talk about <unk> kind of stupid far left is a under statement down retarded,18,0,0,1
1781,rt <unk> part of my cousin <unk> yankee <unk> pretty hilarious. very clever. and very <unk> <unk> <unk>,18,1,1,1
1782,"<unk> white, aren't you? *rolls <unk> rt <unk> <unk> rip to my nigga <unk> a worthless spear chucker",18,0,2,0
1783,<unk> &#8220;@what_evaittakes: ya niggas play to fuck my niggas play for <unk> bitches can't fuck wit me &#128553;&#128553;,18,0,0,1
1784,i be try a log on to ig an like <unk> but bitches dont be posting no <unk>,18,0,0,1
1785,@alexxx_carr18 @nick_504_ sitting here talking about what u would do or gonna do that's something my bitch does,18,0,0,1
1786,"@hardball <unk> <unk> now jimmy want to talk trash would've <unk> could've now, chris stop talking and <unk>",18,1,1,1
1787,rt <unk> allied soldiers mock hitler <unk> his <unk> at the reich <unk> by <unk> <unk> <unk> <unk>,18,1,1,1
1788,"<unk> you don&#8217;t listen when i talk, maybe you&#8217;ll listen when i <unk> that bitch still won't listen",18,0,0,1
1789,@sweetlou462 lol. have fun! &#128516; i haven't been to a race since hs <unk> crazy redneck times. lol.,18,1,1,1
1790,"rt <unk> @huntermoore <unk> this cunt is still <unk> holy fuck, can you just get breast cancer already",18,0,0,1
1791,when you know for a fact you got a woman who loves you other bitches don't even matter.,18,0,0,1
1792,"<unk> <unk> gotta love it when the <unk> cow tries to make a <unk> about age, typical muzzie <unk>",19,0,2,0
1793,rt <unk> &#8220;@uce_ina: <unk> &#128081; <unk> hoes on <unk> road be lookin like.. talkin bout <unk> dolla <unk> <unk>,19,0,0,1
1794,rt @thriiiuminati: i hate when people think i'm mad or sad cause i'm not talking.. nah i'm chillin bitch.,19,0,0,1
1795,"<unk> but seriously, it's the only reason i use a mega whatsoever. pure <unk> also those sweet fuzzy wings.",19,0,1,0
1796,rt @miilkkk: when lil wayne said 'why give a bitch ya heart when she rather have a <unk> <unk>,19,0,0,1
1797,<unk> f**k <unk> i'm never wearing my headband again <unk> but you don't hoop like a lil bitch tho...,19,0,0,1
1798,rt <unk> this bitch is fucking insane. <unk> 2) what is a sentence that describes you in 5 <unk>,19,0,0,1
1799,"people tend to bitch about coaching too much, but offensive <unk> has killed the <unk> <unk> at this point.",19,0,0,1
1800,until you hoes start actually fucking with me then i'll give props but until then you hoes trash <unk>,19,0,0,1
1801,i gotta admit i used tell bitches everything they wanted to hear <unk> change my ways a lil bit,19,0,0,1
1802,"anyone want to share their thoughts on their mock <unk> just kidding. shut your filthy damned mouth, you <unk>",19,0,0,1
1803,rt <unk> i'm such a bitch lmao i really just say what's on my mind though can't help it,19,0,0,1
1804,"poor <unk> he's supporting the right <unk> of you guys all on his <unk> don't hurt it, <unk> <unk>",19,0,1,0
1805,gonna straight hip check the next hillbilly who tries to apply the term <unk> to a <unk> <unk> <unk>,19,1,0,0
1806,"rt <unk> ""when you finally see the white kid that called you nigger on call of <unk> &#128514;&#128557;&#128514; <unk>",19,0,0,1
1807,"rt <unk> ""@187xo_: ' you messin with broke niggahs you gon be broke niggah <unk> nigga <unk> ! !",19,0,0,1
1808,<unk> @anastasiapacana <unk> @r3lentlsstr0ll <unk> i trusted you queer <unk> wheres the <unk> she made me do it dammit,19,0,0,1
1809,"rt <unk> man, how you <unk> on all these hoes when you're only cute with make up on <unk>",19,0,0,1
1810,&#8220;@notgrimey dnt blame niggas when a female see ya hoe ass ways. go listen to some <unk> money <unk>,19,0,0,1
1811,<unk> a <unk> <unk> <unk> <unk> <unk> <unk> en una <unk> <unk> los <unk> <unk> a <unk> <unk> <unk>,19,0,1,0
1812,if a cute bitch fucks with a lame nigga she automatically becomes 10 times less attractive in my eyes,19,0,0,1
1813,i be joked out at half the broads on here that brag about how good they <unk> game is...,19,0,0,1
1814,<unk> say something is the one drake song i have to listen to when i'm in my <unk>,18,0,0,1
1815,taylor swift looks like the kinda bitch you would bring home and only get a dry <unk> from,18,0,0,1
1816,enjoying the <unk> of <unk> <unk> charlie daniels <unk> in two of the three episodes i have <unk>,18,1,1,1
1817,you only bully people you know you can. why you ain't do this in the playoffs bitch? @kingjames,18,0,0,1
1818,breakfast of champions shrimp <unk> balls (no <unk> french fries nd a nice big <unk> <unk> for&#8230; <unk>,18,1,1,1
1819,maybe i don't text you first because you read my messages and don't respond. <unk> k bitch. @ncpostgrad,18,0,0,1
1820,rt <unk> me! me! pick me! rt <unk> who is a bigger <unk> james blunt or robin <unk>,18,0,0,1
1821,when yo song come on and you hit the blunt hard af cause that hoe go dat hard,18,0,0,1
1822,rt @lebronvuitton: can't none of them hoes <unk> &#8220;@jaykelz: @lebronvuitton @1stname_bravo they renamed that bitch the yacht <unk>,18,0,0,1
1823,@stevestockmantx you teabagger <unk> want to eliminate education all together so you can <unk> more <unk> <unk> <unk>,18,0,0,1
1824,&#8220;@_beautifulkeezy: i'm about too put sooooo much nut in my fucking mouth and <unk> frfr <unk> bitch yu nasty,19,0,0,1
1825,<unk> smh bitches are such haters !!! how dare they do this to her <unk> <unk> <unk> yooo <unk>,19,0,0,1
1826,"<unk> @d_palomino52 i think worst advice i gave you was "" don't be a pussy and speed up"" lol""",19,0,0,1
1827,breakfast fried chicken jerk chicken tater <unk> white rice nd press yellow rice nd beans mac nd cheese <unk>,19,1,1,1
1828,lmao if i catch u in tha field i'm blowin <unk> @paper_chaysin shut yo bitch ass up opp lol&#8221;,19,0,0,1
1829,fuck around and waste my time and i'll fuck that bitch you hate and that one friend you <unk>,19,0,0,1
1830,imma treat you how you act ... if you act like a bitch you'll get treated like a bitch,19,0,0,1
1831,i swear nobody actually cares about <unk> day unless they are single &amp; <unk> and want to bitch. <unk>,19,1,0,0
1832,&#8220;@southsidevic: what if pussy treated condoms like cars treat <unk> and kept <unk> until u put it <unk> &#128514;&#128514;,19,0,0,1
1833,it's weird but i miss robertson <unk> :( --&gt; from <unk> to <unk> ten <unk> <unk> <unk> via <unk>,19,1,1,1
1834,"rt <unk> most teachers abuse their <unk> there's teaching with discipline and there's being a cunt, most are cunts",19,0,2,0
1835,"sumn wrong wit da pussy, een tho i ain't gonn hit it ima still make sure dat she <unk>",19,0,0,1
1836,"<unk> lol bitch funny, i was over you from the min i <unk> your ass to the <unk> <unk>",19,0,0,1
1837,"<unk> i don't take people niggas bitches don't play about they niggas , <unk> they baby daddies <unk> bs",19,0,0,1
1838,rt <unk> <unk> &#8212; #democrats and <unk> &#8212; <unk> group <unk> vp joe <unk> offensive reference to <unk> http://t.co&#8230;,19,0,1,0
1839,i asked the name of the bird ancient <unk> used as the sun of god <unk> <unk> <unk> <unk>,19,1,1,1
1840,rt <unk> momma dee ain't loyal. you ain't pose to tell his main bitch bout his side bitches &#128514;,19,0,0,1
1841,the jews gon be laughin at a nigga on judgement day when they see how ugly this bitch was,19,0,0,1
1842,<unk> look at what you just said lls new era girl bye kill bitches w kindness &amp;&amp; wht <unk>,19,0,0,1
1843,rt @lilduval: a good woman comes around every 3 bitches. a good man comes <unk> u get the point,19,0,0,1
1844,"trust me <unk> we give <unk> it's <unk> a huge, <unk> bird? dream come true for european bird <unk>",19,1,1,1
1845,rt @itsdomanic_: bitch you ain't getting none tho &#128514; &#8220;@brianlovesass_: i like big butts so i can grab <unk>,19,0,0,1
1846,"<unk> <unk> yeah bitch, yeah bitch, call me <unk> <unk> maybe <unk> <unk> <unk> later <unk> <unk> <unk> <unk>",19,0,0,1
1847,rt <unk> when someone tweets these hoes aint loyal but they laid up at the crib looking like.... <unk>,19,0,0,1
1848,@girlthatsvonte lol nahh bitch dont put yo life on me ole cant drink water after 8 ass nigga <unk>,19,0,0,1
1849,"""i used to dress up like a cop <unk> ""oh <unk> <unk> after <unk> pussy."" <unk> <unk> never <unk>",19,0,0,1
1850,<unk> <unk> is <unk> <unk> <unk> rt @ap: photo: rare <unk> red king <unk> caught in <unk> <unk> <unk>,19,1,1,1
1851,<unk> <unk> seriously.. after that first conversation on your status he fb <unk> me calling me a fag lololol,19,2,0,0
1852,"""imma tie that bitch up in the basement and <unk> her ass for two weeks <unk> <unk> <unk> <unk>",19,0,0,1
1853,<unk> girls that want to hold on to they hoes and act like they can't show off they boyfriends,19,0,0,1
1854,rt <unk> you can definitely tell who's a whore by what bitches wear when it's slightly warm out.. <unk>,19,0,0,1
1855,why do i play these scary pc <unk> cuz im not a pussy and i like being scared <unk>,19,0,0,1
1856,rt <unk> &#128514;&#128514;&#128514;&#128514; rt <unk> how ghetto girls <unk> there <unk> i could cry right now oh my god <unk>,20,0,0,1
1857,lex <unk> i know y'all know him he been knocking hoes off for years and moaning in the process <unk>,20,0,0,1
